시간,로봇,목적지,내용,결과,소요시간,요청
2026-08-18 15:31:34,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:31:04,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 15:30:38,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:30:05,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,27초,로컬 디스플레이
2026-08-18 15:29:39,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:29:13,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:28:47,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:28:17,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 15:27:51,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:27:21,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 15:26:55,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 15:26:26,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 15:26:00,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 15:25:29,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,26초,로컬 디스플레이
2026-08-18 15:25:04,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:24:27,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,31초,로컬 디스플레이
2026-08-18 15:24:01,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:23:32,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 15:23:07,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:22:37,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 15:22:11,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:21:43,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,22초,로컬 디스플레이
2026-08-18 15:21:16,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 15:20:46,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 15:20:20,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:19:50,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 15:19:24,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:18:55,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 15:18:29,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 15:17:56,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,27초,로컬 디스플레이
2026-08-18 15:17:30,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:17:00,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 15:16:35,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,19초,로컬 디스플레이
2026-08-18 15:16:02,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,26초,로컬 디스플레이
2026-08-18 15:15:36,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 15:15:09,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,22초,로컬 디스플레이
2026-08-18 15:14:43,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:14:15,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,22초,로컬 디스플레이
2026-08-18 15:13:49,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:13:18,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 15:12:52,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:12:22,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 15:11:56,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:11:26,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 15:11:00,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:10:29,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 15:10:03,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 15:09:33,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 15:09:07,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:08:38,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 15:08:13,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:07:43,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 15:07:17,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:06:47,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 15:06:21,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:05:48,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,27초,로컬 디스플레이
2026-08-18 15:05:22,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:04:56,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 15:04:30,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 15:03:58,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,27초,로컬 디스플레이
2026-08-18 15:03:32,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:03:06,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 15:02:41,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:02:10,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 15:01:44,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:01:15,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 15:00:49,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:00:19,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:59:53,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:59:23,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:58:57,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:58:28,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:58:02,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:57:31,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 14:57:05,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:56:32,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,27초,로컬 디스플레이
2026-08-18 14:56:05,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:55:39,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:55:13,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:54:46,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:54:20,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:53:50,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:53:24,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:52:58,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:52:32,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:52:00,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,26초,로컬 디스플레이
2026-08-18 14:51:34,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:51:04,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:50:38,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:50:10,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 14:49:44,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:49:14,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:48:48,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:48:19,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,22초,로컬 디스플레이
2026-08-18 14:47:53,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:47:25,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,22초,로컬 디스플레이
2026-08-18 14:46:59,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:46:30,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 14:46:04,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:45:35,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 14:45:09,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:44:39,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:44:13,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:43:44,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:43:18,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:42:48,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 14:42:22,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:41:52,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 14:41:27,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:41:01,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:40:35,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:40:05,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:39:39,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:39:09,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:38:43,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:38:13,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:37:47,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:37:13,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,28초,로컬 디스플레이
2026-08-18 14:36:47,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:36:17,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 14:35:51,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:35:22,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:34:55,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:34:26,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:34:00,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:33:29,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 14:33:03,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:32:33,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:32:07,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:31:41,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:31:15,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:30:48,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:30:22,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:29:52,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 14:29:26,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:28:56,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 14:28:30,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:28:02,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 14:27:37,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:27:07,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:26:41,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:26:08,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,27초,로컬 디스플레이
2026-08-18 14:25:42,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:25:13,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 14:24:47,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:24:21,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:23:55,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:23:25,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:23:00,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:22:29,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 14:22:04,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:21:33,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:21:07,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:20:37,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:20:11,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:19:37,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,28초,로컬 디스플레이
2026-08-18 14:19:11,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:18:42,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:18:16,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:17:44,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,27초,로컬 디스플레이
2026-08-18 14:17:18,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:16:48,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 14:16:22,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:15:51,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 14:15:25,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:14:55,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:14:29,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:13:59,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 14:13:33,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:13:03,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 14:12:38,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:12:06,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,26초,로컬 디스플레이
2026-08-18 14:11:40,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:11:10,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:10:44,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:10:14,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:09:48,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:09:18,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:08:51,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:08:21,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:07:55,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:07:23,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,26초,로컬 디스플레이
2026-08-18 14:06:57,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:06:29,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 14:06:03,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:05:33,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 14:05:07,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:04:41,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:04:15,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:03:49,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 14:03:24,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:02:54,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 14:02:28,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:02:00,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,22초,로컬 디스플레이
2026-08-18 14:01:34,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:01:01,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,27초,로컬 디스플레이
2026-08-18 14:00:35,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 14:00:06,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 13:59:40,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 13:59:12,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,22초,로컬 디스플레이
2026-08-18 13:58:46,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 13:58:20,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 13:57:55,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 13:57:25,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 13:56:59,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 13:56:29,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 13:56:03,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 13:55:33,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 13:55:08,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 13:54:40,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 13:54:14,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 13:53:44,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 13:53:18,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 13:52:47,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
