시간,로봇,목적지,내용,결과,소요시간,요청
2026-08-18 13:52:21,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 13:51:50,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 13:51:24,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 13:50:54,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 13:50:28,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 13:49:58,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 13:49:33,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 13:49:03,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 13:48:37,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 13:48:09,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,22초,로컬 디스플레이
2026-08-18 13:47:43,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 13:47:13,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 13:46:47,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 13:46:20,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 13:45:54,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 13:45:30,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,19초,로컬 디스플레이
2026-08-18 11:42:52,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 11:42:26,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:42:00,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:41:34,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:41:01,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,28초,로컬 디스플레이
2026-08-18 11:40:35,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:40:05,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 11:39:40,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:39:09,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 11:38:43,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:38:13,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 11:37:47,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:37:18,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 11:36:52,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:36:22,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 11:35:56,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:35:26,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 11:35:00,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:34:30,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 11:34:05,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:33:33,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 11:33:07,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:32:41,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:32:15,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:31:45,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 11:31:19,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:30:49,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 11:30:23,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:29:57,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:29:31,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:29:01,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 11:28:35,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:28:02,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,28초,로컬 디스플레이
2026-08-18 11:27:36,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:27:07,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 11:26:41,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:26:12,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 11:25:46,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:25:16,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 11:24:50,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:24:17,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,27초,로컬 디스플레이
2026-08-18 11:23:51,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:23:23,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,22초,로컬 디스플레이
2026-08-18 11:22:57,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:22:26,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,26초,로컬 디스플레이
2026-08-18 11:22:00,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:21:29,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,26초,로컬 디스플레이
2026-08-18 11:21:04,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:20:34,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 11:20:08,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:19:42,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:19:16,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:18:47,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 11:18:21,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:17:52,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 11:17:26,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:16:56,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 11:16:30,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:15:58,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,26초,로컬 디스플레이
2026-08-18 11:15:32,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:15:01,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 11:14:35,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:14:01,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,28초,로컬 디스플레이
2026-08-18 11:13:35,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:13:04,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 11:12:38,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:12:08,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 11:11:42,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:11:11,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 11:10:44,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:10:13,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 11:09:47,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:09:16,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 11:08:50,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:08:21,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 11:07:55,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:07:27,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 11:07:01,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:06:30,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 11:06:03,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:05:32,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 11:05:06,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 11:04:36,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 11:04:10,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:03:39,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 11:03:13,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:02:47,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:02:21,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:01:53,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 11:01:27,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:00:57,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 11:00:31,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 11:00:02,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 10:59:36,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 10:59:06,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 10:58:40,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 10:58:10,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 10:57:44,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 10:57:13,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 10:56:47,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 10:56:17,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 10:55:51,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 10:55:22,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 10:54:56,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 10:54:26,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 10:53:44,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,19초,로컬 디스플레이
2026-08-18 15:50:05,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:50:31,robot_ec2b,Home,목적지 출발 → 이동 취소,취소,6초,로컬 디스플레이
2026-08-18 15:52:40,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,17초,로컬 디스플레이
2026-08-18 15:53:03,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 15:53:34,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:54:00,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:54:26,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:54:52,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 15:55:20,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 15:55:46,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 15:56:14,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 15:56:40,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 15:57:10,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 15:57:36,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 15:58:04,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:58:30,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,22초,로컬 디스플레이
2026-08-18 15:58:58,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 15:59:24,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,22초,로컬 디스플레이
2026-08-18 15:59:51,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:00:17,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,22초,로컬 디스플레이
2026-08-18 16:00:45,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:01:11,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:01:37,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:02:03,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:02:29,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:02:55,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:03:21,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:03:47,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,28초,로컬 디스플레이
2026-08-18 16:04:21,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:04:47,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 16:05:16,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:05:42,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,22초,로컬 디스플레이
2026-08-18 16:06:09,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:06:35,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:07:01,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:07:27,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,22초,로컬 디스플레이
2026-08-18 16:07:54,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:08:20,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,29초,로컬 디스플레이
2026-08-18 16:08:55,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:09:21,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 16:09:52,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:10:18,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 16:10:48,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:11:14,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 16:11:43,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:12:08,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,26초,로컬 디스플레이
2026-08-18 16:12:39,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:13:05,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,27초,로컬 디스플레이
2026-08-18 16:13:37,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 16:14:06,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,19초,로컬 디스플레이
2026-08-18 16:14:30,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:14:56,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 16:15:26,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:15:52,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 16:16:22,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:16:48,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 16:17:17,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:17:43,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 16:18:13,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:18:39,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 16:19:08,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:19:34,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 16:20:04,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:20:30,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 16:21:01,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:21:27,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,26초,로컬 디스플레이
2026-08-18 16:21:59,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,19초,로컬 디스플레이
2026-08-18 16:22:24,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 16:22:54,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:23:20,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 16:23:49,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:24:15,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 16:24:45,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:25:11,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 16:25:41,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:26:07,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 16:26:37,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,19초,로컬 디스플레이
2026-08-18 16:27:02,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 16:27:31,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:27:57,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 16:28:27,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:28:53,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 16:29:23,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:29:49,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 16:30:18,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:30:44,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 16:31:15,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:31:41,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 16:32:11,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:32:38,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 16:33:08,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:33:34,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:34:00,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:34:26,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 16:34:56,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:35:22,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,27초,로컬 디스플레이
2026-08-18 16:35:54,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:36:19,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 16:36:49,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:37:15,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 16:37:44,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:38:10,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,26초,로컬 디스플레이
2026-08-18 16:38:42,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:39:08,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,25초,로컬 디스플레이
2026-08-18 16:39:39,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:40:05,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 16:40:35,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:41:01,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 16:41:30,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:41:56,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,23초,로컬 디스플레이
2026-08-18 16:42:25,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:42:51,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:43:17,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:43:43,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,22초,로컬 디스플레이
2026-08-18 16:44:11,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:44:37,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:45:03,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:45:30,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,28초,로컬 디스플레이
2026-08-18 16:46:05,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,20초,로컬 디스플레이
2026-08-18 16:46:30,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,22초,로컬 디스플레이
2026-08-18 16:46:57,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:47:23,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:47:49,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:48:15,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,27초,로컬 디스플레이
2026-08-18 16:48:48,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
2026-08-18 16:49:14,robot_ec2b,로비,목적지 출발 → 목적지 도착,성공,24초,로컬 디스플레이
2026-08-18 16:49:43,robot_ec2b,Home,목적지 출발 → 목적지 도착,성공,21초,로컬 디스플레이
