시간,로봇,로봇 상태,목적지 이동 명령 상태
2026-08-18 15:35:53,robot_ec2b,STANDBY,REACHED
2026-08-18 15:35:53,robot_ec2b,MOVING,REACHED
2026-08-18 15:35:32,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:35:32,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:35:29,robot_ec2b,STANDBY,REACHED
2026-08-18 15:35:27,robot_ec2b,LOCKED,REACHED
2026-08-18 15:35:27,robot_ec2b,STANDBY,REACHED
2026-08-18 15:35:26,robot_ec2b,MOVING,REACHED
2026-08-18 15:35:06,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:35:06,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:35:04,robot_ec2b,STANDBY,REACHED
2026-08-18 15:35:01,robot_ec2b,LOCKED,REACHED
2026-08-18 15:35:01,robot_ec2b,STANDBY,REACHED
2026-08-18 15:35:00,robot_ec2b,MOVING,REACHED
2026-08-18 15:34:41,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:34:40,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:34:38,robot_ec2b,STANDBY,REACHED
2026-08-18 15:34:35,robot_ec2b,LOCKED,REACHED
2026-08-18 15:34:35,robot_ec2b,STANDBY,REACHED
2026-08-18 15:34:34,robot_ec2b,MOVING,REACHED
2026-08-18 15:34:15,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:34:14,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:34:12,robot_ec2b,STANDBY,REACHED
2026-08-18 15:34:09,robot_ec2b,LOCKED,REACHED
2026-08-18 15:34:09,robot_ec2b,MOVING,REACHED
2026-08-18 15:33:49,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:33:48,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:33:46,robot_ec2b,STANDBY,REACHED
2026-08-18 15:33:43,robot_ec2b,LOCKED,REACHED
2026-08-18 15:33:43,robot_ec2b,STANDBY,REACHED
2026-08-18 15:33:42,robot_ec2b,MANUAL,REACHED
2026-08-18 15:33:22,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:33:21,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:33:19,robot_ec2b,STANDBY,REACHED
2026-08-18 15:33:16,robot_ec2b,LOCKED,REACHED
2026-08-18 15:33:16,robot_ec2b,MOVING,REACHED
2026-08-18 15:32:56,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:32:55,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:32:53,robot_ec2b,STANDBY,REACHED
2026-08-18 15:32:51,robot_ec2b,LOCKED,REACHED
2026-08-18 15:32:50,robot_ec2b,STANDBY,REACHED
2026-08-18 15:32:50,robot_ec2b,MANUAL,REACHED
2026-08-18 15:32:49,robot_ec2b,MOVING,REACHED
2026-08-18 15:32:30,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:32:27,robot_ec2b,STANDBY,REACHED
2026-08-18 15:32:25,robot_ec2b,LOCKED,REACHED
2026-08-18 15:32:24,robot_ec2b,MANUAL,REACHED
2026-08-18 15:32:00,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:32:00,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:31:57,robot_ec2b,STANDBY,REACHED
2026-08-18 15:31:55,robot_ec2b,LOCKED,REACHED
2026-08-18 15:31:54,robot_ec2b,STANDBY,REACHED
2026-08-18 15:31:54,robot_ec2b,MANUAL,REACHED
2026-08-18 15:31:34,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:31:33,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:31:31,robot_ec2b,STANDBY,REACHED
2026-08-18 15:31:29,robot_ec2b,LOCKED,REACHED
2026-08-18 15:31:28,robot_ec2b,MANUAL,REACHED
2026-08-18 15:31:04,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:31:03,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:31:01,robot_ec2b,STANDBY,REACHED
2026-08-18 15:30:58,robot_ec2b,LOCKED,REACHED
2026-08-18 15:30:38,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:30:37,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:30:35,robot_ec2b,STANDBY,REACHED
2026-08-18 15:30:33,robot_ec2b,LOCKED,REACHED
2026-08-18 15:30:32,robot_ec2b,STANDBY,REACHED
2026-08-18 15:30:05,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:30:04,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:30:02,robot_ec2b,STANDBY,REACHED
2026-08-18 15:30:00,robot_ec2b,LOCKED,REACHED
2026-08-18 15:29:59,robot_ec2b,STANDBY,REACHED
2026-08-18 15:29:59,robot_ec2b,MANUAL,REACHED
2026-08-18 15:29:58,robot_ec2b,MOVING,REACHED
2026-08-18 15:29:39,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:29:38,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:29:36,robot_ec2b,STANDBY,REACHED
2026-08-18 15:29:33,robot_ec2b,LOCKED,REACHED
2026-08-18 15:29:13,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:29:12,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:29:10,robot_ec2b,STANDBY,REACHED
2026-08-18 15:29:08,robot_ec2b,LOCKED,REACHED
2026-08-18 15:29:07,robot_ec2b,STANDBY,REACHED
2026-08-18 15:29:07,robot_ec2b,MANUAL,REACHED
2026-08-18 15:29:06,robot_ec2b,MOVING,REACHED
2026-08-18 15:28:47,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:28:44,robot_ec2b,STANDBY,REACHED
2026-08-18 15:28:42,robot_ec2b,LOCKED,REACHED
2026-08-18 15:28:41,robot_ec2b,MANUAL,REACHED
2026-08-18 15:28:17,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:28:17,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:28:14,robot_ec2b,STANDBY,REACHED
2026-08-18 15:28:12,robot_ec2b,LOCKED,REACHED
2026-08-18 15:28:11,robot_ec2b,STANDBY,REACHED
2026-08-18 15:28:11,robot_ec2b,MANUAL,REACHED
2026-08-18 15:27:51,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:27:51,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:27:48,robot_ec2b,STANDBY,REACHED
2026-08-18 15:27:46,robot_ec2b,LOCKED,REACHED
2026-08-18 15:27:45,robot_ec2b,MANUAL,REACHED
2026-08-18 15:27:21,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:27:21,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:27:18,robot_ec2b,STANDBY,REACHED
2026-08-18 15:27:16,robot_ec2b,LOCKED,REACHED
2026-08-18 15:27:15,robot_ec2b,MOVING,REACHED
2026-08-18 15:26:55,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:26:55,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:26:52,robot_ec2b,STANDBY,REACHED
2026-08-18 15:26:50,robot_ec2b,LOCKED,REACHED
2026-08-18 15:26:49,robot_ec2b,MOVING,REACHED
2026-08-18 15:26:26,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:26:26,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:26:23,robot_ec2b,STANDBY,REACHED
2026-08-18 15:26:21,robot_ec2b,LOCKED,REACHED
2026-08-18 15:26:21,robot_ec2b,STANDBY,REACHED
2026-08-18 15:26:20,robot_ec2b,MOVING,REACHED
2026-08-18 15:26:00,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:26:00,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:25:58,robot_ec2b,STANDBY,REACHED
2026-08-18 15:25:55,robot_ec2b,LOCKED,REACHED
2026-08-18 15:25:55,robot_ec2b,STANDBY,REACHED
2026-08-18 15:25:54,robot_ec2b,MOVING,REACHED
2026-08-18 15:25:29,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:25:27,robot_ec2b,STANDBY,REACHED
2026-08-18 15:25:24,robot_ec2b,LOCKED,REACHED
2026-08-18 15:25:24,robot_ec2b,MANUAL,REACHED
2026-08-18 15:25:04,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:25:03,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:25:01,robot_ec2b,STANDBY,REACHED
2026-08-18 15:24:58,robot_ec2b,LOCKED,REACHED
2026-08-18 15:24:58,robot_ec2b,MANUAL,REACHED
2026-08-18 15:24:27,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:24:26,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:24:24,robot_ec2b,STANDBY,REACHED
2026-08-18 15:24:21,robot_ec2b,LOCKED,REACHED
2026-08-18 15:24:21,robot_ec2b,STANDBY,REACHED
2026-08-18 15:24:20,robot_ec2b,MOVING,REACHED
2026-08-18 15:24:01,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:24:00,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:23:58,robot_ec2b,STANDBY,REACHED
2026-08-18 15:23:55,robot_ec2b,LOCKED,REACHED
2026-08-18 15:23:55,robot_ec2b,MOVING,REACHED
2026-08-18 15:23:32,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:23:30,robot_ec2b,STANDBY,REACHED
2026-08-18 15:23:27,robot_ec2b,LOCKED,REACHED
2026-08-18 15:23:27,robot_ec2b,MOVING,REACHED
2026-08-18 15:23:07,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:23:06,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:23:04,robot_ec2b,STANDBY,REACHED
2026-08-18 15:23:01,robot_ec2b,LOCKED,REACHED
2026-08-18 15:23:01,robot_ec2b,STANDBY,REACHED
2026-08-18 15:23:00,robot_ec2b,MOVING,REACHED
2026-08-18 15:22:37,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:22:36,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:22:34,robot_ec2b,STANDBY,REACHED
2026-08-18 15:22:31,robot_ec2b,LOCKED,REACHED
2026-08-18 15:22:31,robot_ec2b,MANUAL,REACHED
2026-08-18 15:22:11,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:22:10,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:22:08,robot_ec2b,STANDBY,REACHED
2026-08-18 15:22:05,robot_ec2b,LOCKED,REACHED
2026-08-18 15:22:05,robot_ec2b,MANUAL,REACHED
2026-08-18 15:21:43,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:21:42,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:21:40,robot_ec2b,STANDBY,REACHED
2026-08-18 15:21:38,robot_ec2b,LOCKED,REACHED
2026-08-18 15:21:37,robot_ec2b,STANDBY,REACHED
2026-08-18 15:21:36,robot_ec2b,MOVING,REACHED
2026-08-18 15:21:16,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:21:13,robot_ec2b,STANDBY,REACHED
2026-08-18 15:21:11,robot_ec2b,LOCKED,REACHED
2026-08-18 15:21:10,robot_ec2b,MANUAL,REACHED
2026-08-18 15:20:46,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:20:46,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:20:43,robot_ec2b,STANDBY,REACHED
2026-08-18 15:20:41,robot_ec2b,LOCKED,REACHED
2026-08-18 15:20:40,robot_ec2b,MANUAL,REACHED
2026-08-18 15:20:20,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:20:20,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:20:17,robot_ec2b,STANDBY,REACHED
2026-08-18 15:20:15,robot_ec2b,LOCKED,REACHED
2026-08-18 15:20:14,robot_ec2b,STANDBY,REACHED
2026-08-18 15:20:14,robot_ec2b,MANUAL,REACHED
2026-08-18 15:19:50,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:19:50,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:19:47,robot_ec2b,STANDBY,REACHED
2026-08-18 15:19:45,robot_ec2b,LOCKED,REACHED
2026-08-18 15:19:44,robot_ec2b,STANDBY,REACHED
2026-08-18 15:19:44,robot_ec2b,MANUAL,REACHED
2026-08-18 15:19:24,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:19:24,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:19:21,robot_ec2b,STANDBY,REACHED
2026-08-18 15:19:19,robot_ec2b,LOCKED,REACHED
2026-08-18 15:19:18,robot_ec2b,MOVING,REACHED
2026-08-18 15:18:55,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:18:52,robot_ec2b,STANDBY,REACHED
2026-08-18 15:18:50,robot_ec2b,LOCKED,REACHED
2026-08-18 15:18:49,robot_ec2b,MOVING,REACHED
2026-08-18 15:18:29,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:18:29,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:18:26,robot_ec2b,STANDBY,REACHED
2026-08-18 15:18:24,robot_ec2b,LOCKED,REACHED
2026-08-18 15:18:23,robot_ec2b,MANUAL,REACHED
2026-08-18 15:17:56,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:17:56,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:17:53,robot_ec2b,STANDBY,REACHED
2026-08-18 15:17:51,robot_ec2b,LOCKED,REACHED
2026-08-18 15:17:50,robot_ec2b,STANDBY,REACHED
2026-08-18 15:17:50,robot_ec2b,MOVING,REACHED
2026-08-18 15:17:30,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:17:30,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:17:27,robot_ec2b,STANDBY,REACHED
2026-08-18 15:17:25,robot_ec2b,LOCKED,REACHED
2026-08-18 15:17:25,robot_ec2b,MANUAL,REACHED
2026-08-18 15:17:00,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:17:00,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:16:57,robot_ec2b,STANDBY,REACHED
2026-08-18 15:16:55,robot_ec2b,LOCKED,REACHED
2026-08-18 15:16:55,robot_ec2b,STANDBY,REACHED
2026-08-18 15:16:54,robot_ec2b,MANUAL,REACHED
2026-08-18 15:16:35,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:16:34,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:16:32,robot_ec2b,STANDBY,REACHED
2026-08-18 15:16:29,robot_ec2b,LOCKED,REACHED
2026-08-18 15:16:29,robot_ec2b,STANDBY,REACHED
2026-08-18 15:16:28,robot_ec2b,MANUAL,REACHED
2026-08-18 15:16:02,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:16:02,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:15:59,robot_ec2b,STANDBY,REACHED
2026-08-18 15:15:57,robot_ec2b,LOCKED,REACHED
2026-08-18 15:15:57,robot_ec2b,MOVING,REACHED
2026-08-18 15:15:36,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:15:34,robot_ec2b,STANDBY,REACHED
2026-08-18 15:15:31,robot_ec2b,LOCKED,REACHED
2026-08-18 15:15:31,robot_ec2b,STANDBY,REACHED
2026-08-18 15:15:30,robot_ec2b,MOVING,REACHED
2026-08-18 15:15:09,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:15:08,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:15:06,robot_ec2b,STANDBY,REACHED
2026-08-18 15:15:03,robot_ec2b,LOCKED,REACHED
2026-08-18 15:15:03,robot_ec2b,MANUAL,REACHED
2026-08-18 15:14:43,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:14:42,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:14:40,robot_ec2b,STANDBY,REACHED
2026-08-18 15:14:37,robot_ec2b,LOCKED,REACHED
2026-08-18 15:14:37,robot_ec2b,MOVING,REACHED
2026-08-18 15:14:15,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:14:14,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:14:12,robot_ec2b,STANDBY,REACHED
2026-08-18 15:14:09,robot_ec2b,LOCKED,REACHED
2026-08-18 15:14:09,robot_ec2b,MOVING,REACHED
2026-08-18 15:13:49,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:13:48,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:13:46,robot_ec2b,STANDBY,REACHED
2026-08-18 15:13:43,robot_ec2b,LOCKED,REACHED
2026-08-18 15:13:43,robot_ec2b,STANDBY,REACHED
2026-08-18 15:13:42,robot_ec2b,MOVING,REACHED
2026-08-18 15:13:18,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:13:17,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:13:15,robot_ec2b,STANDBY,REACHED
2026-08-18 15:13:12,robot_ec2b,LOCKED,REACHED
2026-08-18 15:13:12,robot_ec2b,MOVING,REACHED
2026-08-18 15:12:52,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:12:51,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:12:49,robot_ec2b,STANDBY,REACHED
2026-08-18 15:12:46,robot_ec2b,LOCKED,REACHED
2026-08-18 15:12:46,robot_ec2b,MOVING,REACHED
2026-08-18 15:12:22,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:12:21,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:12:19,robot_ec2b,STANDBY,REACHED
2026-08-18 15:12:16,robot_ec2b,LOCKED,REACHED
2026-08-18 15:12:16,robot_ec2b,MOVING,REACHED
2026-08-18 15:11:56,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:11:55,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:11:53,robot_ec2b,STANDBY,REACHED
2026-08-18 15:11:51,robot_ec2b,LOCKED,REACHED
2026-08-18 15:11:50,robot_ec2b,STANDBY,REACHED
2026-08-18 15:11:49,robot_ec2b,MOVING,REACHED
2026-08-18 15:11:26,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:11:25,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:11:23,robot_ec2b,STANDBY,REACHED
2026-08-18 15:11:21,robot_ec2b,LOCKED,REACHED
2026-08-18 15:11:20,robot_ec2b,STANDBY,REACHED
2026-08-18 15:11:20,robot_ec2b,MANUAL,REACHED
2026-08-18 15:11:00,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:10:59,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:10:57,robot_ec2b,STANDBY,REACHED
2026-08-18 15:10:55,robot_ec2b,LOCKED,REACHED
2026-08-18 15:10:54,robot_ec2b,STANDBY,REACHED
2026-08-18 15:10:54,robot_ec2b,MANUAL,REACHED
2026-08-18 15:10:29,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:10:29,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:10:26,robot_ec2b,STANDBY,REACHED
2026-08-18 15:10:24,robot_ec2b,LOCKED,REACHED
2026-08-18 15:10:23,robot_ec2b,MOVING,REACHED
