시간,로봇,로봇 상태,목적지 이동 명령 상태
2026-08-18 10:55:45,robot_ec2b,MANUAL,REACHED
2026-08-18 10:55:22,robot_ec2b,MOVING,ACTIVE
2026-08-18 10:55:19,robot_ec2b,STANDBY,REACHED
2026-08-18 10:55:17,robot_ec2b,LOCKED,REACHED
2026-08-18 10:55:16,robot_ec2b,MANUAL,REACHED
2026-08-18 10:54:56,robot_ec2b,MOVING,ACTIVE
2026-08-18 10:54:53,robot_ec2b,STANDBY,REACHED
2026-08-18 10:54:50,robot_ec2b,LOCKED,REACHED
2026-08-18 10:54:50,robot_ec2b,MANUAL,REACHED
2026-08-18 10:54:26,robot_ec2b,MOVING,ACTIVE
2026-08-18 10:54:23,robot_ec2b,STANDBY,REACHED
2026-08-18 10:54:20,robot_ec2b,LOCKED,REACHED
2026-08-18 10:54:20,robot_ec2b,STANDBY,REACHED
2026-08-18 10:54:19,robot_ec2b,STANDBY,ACTIVE
2026-08-18 10:54:17,robot_ec2b,STANDBY,REACHED
2026-08-18 10:54:09,robot_ec2b,LOCKED,REACHED
2026-08-18 10:54:05,robot_ec2b,STANDBY,REACHED
2026-08-18 10:54:04,robot_ec2b,LOCKED,REACHED
2026-08-18 10:54:03,robot_ec2b,STANDBY,REACHED
2026-08-18 10:54:03,robot_ec2b,MANUAL,REACHED
2026-08-18 10:53:43,robot_ec2b,MOVING,ACTIVE
2026-08-18 10:53:43,robot_ec2b,STANDBY,ACTIVE
2026-08-18 10:53:40,robot_ec2b,STANDBY,REACHED
2026-08-18 10:53:39,robot_ec2b,LOCKED,REACHED
2026-08-18 10:53:39,robot_ec2b,STANDBY,REACHED
2026-08-18 10:53:38,robot_ec2b,MOVING,REACHED
2026-08-18 10:53:18,robot_ec2b,MOVING,ACTIVE
2026-08-18 10:53:18,robot_ec2b,STANDBY,ACTIVE
2026-08-18 10:53:15,robot_ec2b,STANDBY,UNKNOWN
2026-08-18 10:52:56,robot_ec2b,LOCKED,UNKNOWN
2026-08-18 10:52:53,robot_ec2b,STANDBY,UNKNOWN
2026-08-18 10:52:53,robot_ec2b,MANUAL,UNKNOWN
2026-08-18 10:52:51,robot_ec2b,STANDBY,UNKNOWN
2026-08-18 10:52:34,robot_ec2b,MANUAL,UNKNOWN
2026-08-18 10:52:34,robot_ec2b,STANDBY,UNKNOWN
2026-08-18 10:52:06,robot_ec2b,MANUAL,UNKNOWN
2026-08-18 10:52:03,robot_ec2b,STANDBY,UNKNOWN
2026-08-18 10:51:59,robot_ec2b,MANUAL,UNKNOWN
2026-08-18 07:19:25,robot_ec2b,CHARGING,UNKNOWN
2026-08-18 07:19:18,robot_ec2b,ERROR,UNKNOWN
2026-08-18 07:19:17,robot_ec2b,CHARGING,UNKNOWN
2026-08-18 15:49:16,robot_ec2b,ERROR,UNKNOWN
2026-08-18 15:49:23,robot_ec2b,STANDBY,UNKNOWN
2026-08-18 15:49:49,robot_ec2b,LOCKED,UNKNOWN
2026-08-18 15:49:56,robot_ec2b,STANDBY,UNKNOWN
2026-08-18 15:49:58,robot_ec2b,STANDBY,REACHED
2026-08-18 15:50:00,robot_ec2b,LOCKED,REACHED
2026-08-18 15:50:02,robot_ec2b,STANDBY,REACHED
2026-08-18 15:50:04,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:50:05,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:50:25,robot_ec2b,MOVING,REACHED
2026-08-18 15:50:25,robot_ec2b,LOCKED,REACHED
2026-08-18 15:50:28,robot_ec2b,STANDBY,REACHED
2026-08-18 15:50:30,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:50:31,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:50:37,robot_ec2b,MOVING,CANCELED
2026-08-18 15:50:37,robot_ec2b,LOCKED,CANCELED
2026-08-18 15:52:08,robot_ec2b,STANDBY,CANCELED
2026-08-18 15:52:12,robot_ec2b,MANUAL,CANCELED
2026-08-18 15:52:13,robot_ec2b,STANDBY,CANCELED
2026-08-18 15:52:31,robot_ec2b,LOCKED,CANCELED
2026-08-18 15:52:37,robot_ec2b,STANDBY,CANCELED
2026-08-18 15:52:40,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:52:40,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:52:56,robot_ec2b,MOVING,REACHED
2026-08-18 15:52:57,robot_ec2b,MANUAL,REACHED
2026-08-18 15:52:57,robot_ec2b,STANDBY,REACHED
2026-08-18 15:52:58,robot_ec2b,LOCKED,REACHED
2026-08-18 15:53:00,robot_ec2b,STANDBY,REACHED
2026-08-18 15:53:02,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:53:03,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:53:27,robot_ec2b,MOVING,REACHED
2026-08-18 15:53:28,robot_ec2b,STANDBY,REACHED
2026-08-18 15:53:29,robot_ec2b,LOCKED,REACHED
2026-08-18 15:53:31,robot_ec2b,STANDBY,REACHED
2026-08-18 15:53:33,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:53:34,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:53:54,robot_ec2b,MOVING,REACHED
2026-08-18 15:53:54,robot_ec2b,LOCKED,REACHED
2026-08-18 15:53:57,robot_ec2b,STANDBY,REACHED
2026-08-18 15:53:59,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:54:00,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:54:19,robot_ec2b,MOVING,REACHED
2026-08-18 15:54:20,robot_ec2b,STANDBY,REACHED
2026-08-18 15:54:21,robot_ec2b,LOCKED,REACHED
2026-08-18 15:54:23,robot_ec2b,STANDBY,REACHED
2026-08-18 15:54:25,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:54:26,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:54:45,robot_ec2b,MOVING,REACHED
2026-08-18 15:54:46,robot_ec2b,MANUAL,REACHED
2026-08-18 15:54:46,robot_ec2b,LOCKED,REACHED
2026-08-18 15:54:49,robot_ec2b,STANDBY,REACHED
2026-08-18 15:54:51,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:54:52,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:55:15,robot_ec2b,MOVING,REACHED
2026-08-18 15:55:15,robot_ec2b,LOCKED,REACHED
2026-08-18 15:55:18,robot_ec2b,STANDBY,REACHED
2026-08-18 15:55:20,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:55:20,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:55:40,robot_ec2b,MOVING,REACHED
2026-08-18 15:55:41,robot_ec2b,STANDBY,REACHED
2026-08-18 15:55:41,robot_ec2b,LOCKED,REACHED
2026-08-18 15:55:44,robot_ec2b,STANDBY,REACHED
2026-08-18 15:55:46,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:55:46,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:56:09,robot_ec2b,MANUAL,REACHED
2026-08-18 15:56:09,robot_ec2b,LOCKED,REACHED
2026-08-18 15:56:12,robot_ec2b,STANDBY,REACHED
2026-08-18 15:56:14,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:56:14,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:56:34,robot_ec2b,MOVING,REACHED
2026-08-18 15:56:35,robot_ec2b,MANUAL,REACHED
2026-08-18 15:56:35,robot_ec2b,LOCKED,REACHED
2026-08-18 15:56:38,robot_ec2b,STANDBY,REACHED
2026-08-18 15:56:40,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:56:40,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:57:04,robot_ec2b,MOVING,REACHED
2026-08-18 15:57:05,robot_ec2b,MANUAL,REACHED
2026-08-18 15:57:05,robot_ec2b,LOCKED,REACHED
2026-08-18 15:57:08,robot_ec2b,STANDBY,REACHED
2026-08-18 15:57:10,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:57:30,robot_ec2b,MOVING,REACHED
2026-08-18 15:57:31,robot_ec2b,STANDBY,REACHED
2026-08-18 15:57:31,robot_ec2b,LOCKED,REACHED
2026-08-18 15:57:34,robot_ec2b,STANDBY,REACHED
2026-08-18 15:57:36,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:57:36,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:57:58,robot_ec2b,MOVING,REACHED
2026-08-18 15:57:59,robot_ec2b,LOCKED,REACHED
2026-08-18 15:58:01,robot_ec2b,STANDBY,REACHED
2026-08-18 15:58:03,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:58:04,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:58:23,robot_ec2b,MOVING,REACHED
2026-08-18 15:58:24,robot_ec2b,MANUAL,REACHED
2026-08-18 15:58:24,robot_ec2b,STANDBY,REACHED
2026-08-18 15:58:25,robot_ec2b,LOCKED,REACHED
2026-08-18 15:58:27,robot_ec2b,STANDBY,REACHED
2026-08-18 15:58:30,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:58:52,robot_ec2b,MOVING,REACHED
2026-08-18 15:58:52,robot_ec2b,STANDBY,REACHED
2026-08-18 15:58:53,robot_ec2b,LOCKED,REACHED
2026-08-18 15:58:55,robot_ec2b,STANDBY,REACHED
2026-08-18 15:58:57,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:58:58,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:59:18,robot_ec2b,MOVING,REACHED
2026-08-18 15:59:18,robot_ec2b,STANDBY,REACHED
2026-08-18 15:59:19,robot_ec2b,LOCKED,REACHED
2026-08-18 15:59:21,robot_ec2b,STANDBY,REACHED
2026-08-18 15:59:23,robot_ec2b,STANDBY,ACTIVE
2026-08-18 15:59:24,robot_ec2b,MOVING,ACTIVE
2026-08-18 15:59:45,robot_ec2b,MOVING,REACHED
2026-08-18 15:59:46,robot_ec2b,MANUAL,REACHED
2026-08-18 15:59:46,robot_ec2b,LOCKED,REACHED
2026-08-18 15:59:49,robot_ec2b,STANDBY,REACHED
2026-08-18 15:59:51,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:00:11,robot_ec2b,MOVING,REACHED
2026-08-18 16:00:11,robot_ec2b,MANUAL,REACHED
2026-08-18 16:00:12,robot_ec2b,STANDBY,REACHED
2026-08-18 16:00:12,robot_ec2b,LOCKED,REACHED
2026-08-18 16:00:14,robot_ec2b,STANDBY,REACHED
2026-08-18 16:00:17,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:00:17,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:00:39,robot_ec2b,MOVING,REACHED
2026-08-18 16:00:39,robot_ec2b,MANUAL,REACHED
2026-08-18 16:00:40,robot_ec2b,STANDBY,REACHED
2026-08-18 16:00:40,robot_ec2b,LOCKED,REACHED
2026-08-18 16:00:43,robot_ec2b,STANDBY,REACHED
2026-08-18 16:00:45,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:00:45,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:01:05,robot_ec2b,MOVING,REACHED
2026-08-18 16:01:05,robot_ec2b,STANDBY,REACHED
2026-08-18 16:01:06,robot_ec2b,LOCKED,REACHED
2026-08-18 16:01:08,robot_ec2b,STANDBY,REACHED
2026-08-18 16:01:11,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:01:11,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:01:31,robot_ec2b,MOVING,REACHED
2026-08-18 16:01:32,robot_ec2b,LOCKED,REACHED
2026-08-18 16:01:34,robot_ec2b,STANDBY,REACHED
2026-08-18 16:01:37,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:01:37,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:01:57,robot_ec2b,MOVING,REACHED
2026-08-18 16:01:57,robot_ec2b,MANUAL,REACHED
2026-08-18 16:01:58,robot_ec2b,LOCKED,REACHED
2026-08-18 16:02:00,robot_ec2b,STANDBY,REACHED
2026-08-18 16:02:02,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:02:03,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:02:23,robot_ec2b,MOVING,REACHED
2026-08-18 16:02:24,robot_ec2b,LOCKED,REACHED
2026-08-18 16:02:26,robot_ec2b,STANDBY,REACHED
2026-08-18 16:02:28,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:02:29,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:02:49,robot_ec2b,MOVING,REACHED
2026-08-18 16:02:49,robot_ec2b,STANDBY,REACHED
2026-08-18 16:02:50,robot_ec2b,LOCKED,REACHED
2026-08-18 16:02:52,robot_ec2b,STANDBY,REACHED
2026-08-18 16:02:54,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:02:55,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:03:15,robot_ec2b,MOVING,REACHED
2026-08-18 16:03:15,robot_ec2b,STANDBY,REACHED
2026-08-18 16:03:16,robot_ec2b,LOCKED,REACHED
2026-08-18 16:03:18,robot_ec2b,STANDBY,REACHED
2026-08-18 16:03:20,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:03:21,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:03:41,robot_ec2b,MOVING,REACHED
2026-08-18 16:03:41,robot_ec2b,STANDBY,REACHED
2026-08-18 16:03:42,robot_ec2b,LOCKED,REACHED
2026-08-18 16:03:44,robot_ec2b,STANDBY,REACHED
2026-08-18 16:03:46,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:03:47,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:04:15,robot_ec2b,MOVING,REACHED
2026-08-18 16:04:15,robot_ec2b,LOCKED,REACHED
2026-08-18 16:04:18,robot_ec2b,STANDBY,REACHED
2026-08-18 16:04:20,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:04:21,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:04:40,robot_ec2b,MOVING,REACHED
2026-08-18 16:04:41,robot_ec2b,STANDBY,REACHED
2026-08-18 16:04:42,robot_ec2b,LOCKED,REACHED
2026-08-18 16:04:44,robot_ec2b,STANDBY,REACHED
2026-08-18 16:04:46,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:04:47,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:05:09,robot_ec2b,MOVING,REACHED
2026-08-18 16:05:10,robot_ec2b,STANDBY,REACHED
2026-08-18 16:05:10,robot_ec2b,LOCKED,REACHED
2026-08-18 16:05:13,robot_ec2b,STANDBY,REACHED
2026-08-18 16:05:15,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:05:16,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:05:35,robot_ec2b,MOVING,REACHED
2026-08-18 16:05:36,robot_ec2b,MANUAL,REACHED
2026-08-18 16:05:36,robot_ec2b,LOCKED,REACHED
2026-08-18 16:05:39,robot_ec2b,STANDBY,REACHED
2026-08-18 16:05:41,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:05:42,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:06:04,robot_ec2b,MOVING,REACHED
2026-08-18 16:06:04,robot_ec2b,LOCKED,REACHED
2026-08-18 16:06:06,robot_ec2b,STANDBY,REACHED
2026-08-18 16:06:09,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:06:09,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:06:30,robot_ec2b,MOVING,REACHED
2026-08-18 16:06:30,robot_ec2b,LOCKED,REACHED
2026-08-18 16:06:32,robot_ec2b,STANDBY,REACHED
2026-08-18 16:06:35,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:06:35,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:06:56,robot_ec2b,MOVING,REACHED
2026-08-18 16:06:56,robot_ec2b,LOCKED,REACHED
2026-08-18 16:06:59,robot_ec2b,STANDBY,REACHED
2026-08-18 16:07:01,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:07:01,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:07:21,robot_ec2b,MOVING,REACHED
2026-08-18 16:07:21,robot_ec2b,MANUAL,REACHED
2026-08-18 16:07:22,robot_ec2b,STANDBY,REACHED
2026-08-18 16:07:22,robot_ec2b,LOCKED,REACHED
2026-08-18 16:07:25,robot_ec2b,STANDBY,REACHED
2026-08-18 16:07:27,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:07:48,robot_ec2b,MOVING,REACHED
2026-08-18 16:07:49,robot_ec2b,STANDBY,REACHED
2026-08-18 16:07:49,robot_ec2b,LOCKED,REACHED
2026-08-18 16:07:52,robot_ec2b,STANDBY,REACHED
2026-08-18 16:07:54,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:07:54,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:08:14,robot_ec2b,MOVING,REACHED
2026-08-18 16:08:14,robot_ec2b,STANDBY,REACHED
2026-08-18 16:08:15,robot_ec2b,LOCKED,REACHED
2026-08-18 16:08:18,robot_ec2b,STANDBY,REACHED
2026-08-18 16:08:20,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:08:20,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:08:49,robot_ec2b,MOVING,REACHED
2026-08-18 16:08:49,robot_ec2b,STANDBY,REACHED
2026-08-18 16:08:50,robot_ec2b,LOCKED,REACHED
2026-08-18 16:08:52,robot_ec2b,STANDBY,REACHED
2026-08-18 16:08:55,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:08:55,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:09:15,robot_ec2b,MOVING,REACHED
2026-08-18 16:09:16,robot_ec2b,LOCKED,REACHED
2026-08-18 16:09:18,robot_ec2b,STANDBY,REACHED
2026-08-18 16:09:21,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:09:21,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:09:45,robot_ec2b,MOVING,REACHED
2026-08-18 16:09:46,robot_ec2b,STANDBY,REACHED
2026-08-18 16:09:47,robot_ec2b,LOCKED,REACHED
2026-08-18 16:09:49,robot_ec2b,STANDBY,REACHED
2026-08-18 16:09:51,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:09:52,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:10:12,robot_ec2b,MOVING,REACHED
2026-08-18 16:10:12,robot_ec2b,STANDBY,REACHED
2026-08-18 16:10:13,robot_ec2b,LOCKED,REACHED
2026-08-18 16:10:15,robot_ec2b,STANDBY,REACHED
2026-08-18 16:10:17,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:10:18,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:10:42,robot_ec2b,MOVING,REACHED
2026-08-18 16:10:42,robot_ec2b,STANDBY,REACHED
2026-08-18 16:10:43,robot_ec2b,LOCKED,REACHED
2026-08-18 16:10:45,robot_ec2b,STANDBY,REACHED
2026-08-18 16:10:47,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:10:48,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:11:07,robot_ec2b,MOVING,REACHED
2026-08-18 16:11:08,robot_ec2b,MANUAL,REACHED
2026-08-18 16:11:08,robot_ec2b,STANDBY,REACHED
2026-08-18 16:11:09,robot_ec2b,LOCKED,REACHED
2026-08-18 16:11:11,robot_ec2b,STANDBY,REACHED
2026-08-18 16:11:13,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:11:14,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:11:37,robot_ec2b,MANUAL,REACHED
2026-08-18 16:11:37,robot_ec2b,LOCKED,REACHED
2026-08-18 16:11:40,robot_ec2b,STANDBY,REACHED
2026-08-18 16:11:42,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:11:43,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:12:02,robot_ec2b,MOVING,REACHED
2026-08-18 16:12:03,robot_ec2b,STANDBY,REACHED
2026-08-18 16:12:03,robot_ec2b,LOCKED,REACHED
2026-08-18 16:12:06,robot_ec2b,STANDBY,REACHED
2026-08-18 16:12:08,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:12:08,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:12:33,robot_ec2b,MOVING,REACHED
2026-08-18 16:12:34,robot_ec2b,STANDBY,REACHED
2026-08-18 16:12:34,robot_ec2b,LOCKED,REACHED
2026-08-18 16:12:37,robot_ec2b,STANDBY,REACHED
2026-08-18 16:12:39,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:12:39,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:12:59,robot_ec2b,MOVING,REACHED
2026-08-18 16:13:00,robot_ec2b,MANUAL,REACHED
2026-08-18 16:13:00,robot_ec2b,LOCKED,REACHED
2026-08-18 16:13:02,robot_ec2b,STANDBY,REACHED
2026-08-18 16:13:05,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:13:05,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:13:31,robot_ec2b,MOVING,REACHED
2026-08-18 16:13:32,robot_ec2b,LOCKED,REACHED
2026-08-18 16:13:34,robot_ec2b,STANDBY,REACHED
2026-08-18 16:13:37,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:13:37,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:14:00,robot_ec2b,MANUAL,REACHED
2026-08-18 16:14:00,robot_ec2b,STANDBY,REACHED
2026-08-18 16:14:01,robot_ec2b,LOCKED,REACHED
2026-08-18 16:14:03,robot_ec2b,STANDBY,REACHED
2026-08-18 16:14:06,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:14:06,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:14:24,robot_ec2b,MOVING,REACHED
2026-08-18 16:14:25,robot_ec2b,LOCKED,REACHED
2026-08-18 16:14:27,robot_ec2b,STANDBY,REACHED
2026-08-18 16:14:29,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:14:30,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:14:50,robot_ec2b,MOVING,REACHED
2026-08-18 16:14:50,robot_ec2b,STANDBY,REACHED
2026-08-18 16:14:51,robot_ec2b,LOCKED,REACHED
2026-08-18 16:14:53,robot_ec2b,STANDBY,REACHED
2026-08-18 16:14:56,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:14:56,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:15:20,robot_ec2b,MOVING,REACHED
2026-08-18 16:15:20,robot_ec2b,STANDBY,REACHED
2026-08-18 16:15:21,robot_ec2b,LOCKED,REACHED
2026-08-18 16:15:23,robot_ec2b,STANDBY,REACHED
2026-08-18 16:15:25,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:15:26,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:15:46,robot_ec2b,MOVING,REACHED
2026-08-18 16:15:46,robot_ec2b,STANDBY,REACHED
2026-08-18 16:15:47,robot_ec2b,LOCKED,REACHED
2026-08-18 16:15:49,robot_ec2b,STANDBY,REACHED
2026-08-18 16:15:51,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:15:52,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:16:16,robot_ec2b,MOVING,REACHED
2026-08-18 16:16:16,robot_ec2b,STANDBY,REACHED
2026-08-18 16:16:17,robot_ec2b,LOCKED,REACHED
2026-08-18 16:16:19,robot_ec2b,STANDBY,REACHED
2026-08-18 16:16:21,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:16:22,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:16:42,robot_ec2b,MANUAL,REACHED
2026-08-18 16:16:42,robot_ec2b,STANDBY,REACHED
2026-08-18 16:16:43,robot_ec2b,LOCKED,REACHED
2026-08-18 16:16:45,robot_ec2b,STANDBY,REACHED
2026-08-18 16:16:47,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:16:48,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:17:11,robot_ec2b,MOVING,REACHED
2026-08-18 16:17:11,robot_ec2b,MANUAL,REACHED
2026-08-18 16:17:12,robot_ec2b,STANDBY,REACHED
2026-08-18 16:17:12,robot_ec2b,LOCKED,REACHED
2026-08-18 16:17:15,robot_ec2b,STANDBY,REACHED
2026-08-18 16:17:17,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:17:37,robot_ec2b,MOVING,REACHED
2026-08-18 16:17:38,robot_ec2b,STANDBY,REACHED
2026-08-18 16:17:38,robot_ec2b,LOCKED,REACHED
2026-08-18 16:17:40,robot_ec2b,STANDBY,REACHED
2026-08-18 16:17:43,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:17:43,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:18:07,robot_ec2b,MOVING,REACHED
2026-08-18 16:18:07,robot_ec2b,STANDBY,REACHED
2026-08-18 16:18:08,robot_ec2b,LOCKED,REACHED
2026-08-18 16:18:10,robot_ec2b,STANDBY,REACHED
2026-08-18 16:18:13,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:18:13,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:18:33,robot_ec2b,MOVING,REACHED
2026-08-18 16:18:34,robot_ec2b,MANUAL,REACHED
2026-08-18 16:18:34,robot_ec2b,LOCKED,REACHED
2026-08-18 16:18:37,robot_ec2b,STANDBY,REACHED
2026-08-18 16:18:39,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:18:39,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:19:02,robot_ec2b,MOVING,REACHED
2026-08-18 16:19:02,robot_ec2b,STANDBY,REACHED
2026-08-18 16:19:03,robot_ec2b,LOCKED,REACHED
2026-08-18 16:19:06,robot_ec2b,STANDBY,REACHED
2026-08-18 16:19:08,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:19:08,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:19:28,robot_ec2b,MOVING,REACHED
2026-08-18 16:19:29,robot_ec2b,STANDBY,REACHED
2026-08-18 16:19:29,robot_ec2b,LOCKED,REACHED
2026-08-18 16:19:31,robot_ec2b,STANDBY,REACHED
2026-08-18 16:19:34,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:19:34,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:19:58,robot_ec2b,MOVING,REACHED
2026-08-18 16:19:59,robot_ec2b,LOCKED,REACHED
2026-08-18 16:20:01,robot_ec2b,STANDBY,REACHED
2026-08-18 16:20:04,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:20:04,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:20:24,robot_ec2b,MANUAL,REACHED
2026-08-18 16:20:25,robot_ec2b,LOCKED,REACHED
2026-08-18 16:20:27,robot_ec2b,STANDBY,REACHED
2026-08-18 16:20:29,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:20:30,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:20:55,robot_ec2b,MOVING,REACHED
2026-08-18 16:20:55,robot_ec2b,STANDBY,REACHED
2026-08-18 16:20:56,robot_ec2b,LOCKED,REACHED
2026-08-18 16:20:58,robot_ec2b,STANDBY,REACHED
2026-08-18 16:21:00,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:21:01,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:21:21,robot_ec2b,MOVING,REACHED
2026-08-18 16:21:21,robot_ec2b,MANUAL,REACHED
2026-08-18 16:21:22,robot_ec2b,LOCKED,REACHED
2026-08-18 16:21:24,robot_ec2b,STANDBY,REACHED
2026-08-18 16:21:26,robot_ec2b,STANDBY,ACTIVE
2026-08-18 16:21:27,robot_ec2b,MOVING,ACTIVE
2026-08-18 16:21:53,robot_ec2b,MOVING,REACHED
2026-08-18 16:21:53,robot_ec2b,LOCKED,REACHED
