Timestamp,Topic,Data
2026-08-21 10:33:17.243,safety/right_bumper,"FALSE"
2026-08-21 10:33:17.244,safety/emergency_button,"FALSE"
2026-08-21 10:33:17.244,safety/suction_switch,"FALSE"
2026-08-21 10:33:17.244,rated_current_left,"0.000000"
2026-08-21 10:33:17.244,rated_current_right,"0.000000"
2026-08-21 10:33:17.344,battery/status,"100.000000%"
2026-08-21 10:33:17.344,particle_cloud,"count:800, spread:0.248545"
2026-08-21 10:33:17.345,odometry/filtered,"x:0.000004, y:-0.000000, yaw:-0.000025, cov_xx:0.001935, cov_yy:0.002045"
2026-08-21 10:33:17.345,safety/left_bumper,"FALSE"
2026-08-21 10:33:17.345,safety/right_bumper,"FALSE"
2026-08-21 10:33:17.345,safety/emergency_button,"FALSE"
2026-08-21 10:33:17.345,safety/suction_switch,"FALSE"
2026-08-21 10:33:17.345,rated_current_left,"0.000000"
2026-08-21 10:33:17.345,rated_current_right,"0.000000"
2026-08-21 10:33:17.446,battery/status,"100.000000%"
2026-08-21 10:33:17.446,particle_cloud,"count:800, spread:0.247380"
2026-08-21 10:33:17.446,odometry/filtered,"x:0.000004, y:-0.000000, yaw:-0.000025, cov_xx:0.001927, cov_yy:0.002036"
2026-08-21 10:33:17.446,safety/left_bumper,"FALSE"
2026-08-21 10:33:17.446,safety/right_bumper,"FALSE"
2026-08-21 10:33:17.446,safety/emergency_button,"FALSE"
2026-08-21 10:33:17.446,safety/suction_switch,"FALSE"
2026-08-21 10:33:17.446,rated_current_left,"0.000000"
2026-08-21 10:33:17.446,rated_current_right,"0.000000"
2026-08-21 10:33:17.547,battery/status,"100.000000%"
2026-08-21 10:33:17.547,odometry/filtered,"x:0.000004, y:-0.000000, yaw:-0.000025, cov_xx:0.001927, cov_yy:0.002036"
2026-08-21 10:33:17.547,safety/left_bumper,"FALSE"
2026-08-21 10:33:17.547,safety/right_bumper,"FALSE"
2026-08-21 10:33:17.547,safety/emergency_button,"FALSE"
2026-08-21 10:33:17.548,safety/suction_switch,"FALSE"
2026-08-21 10:33:17.548,rated_current_left,"0.000000"
2026-08-21 10:33:17.548,rated_current_right,"0.000000"
2026-08-21 10:33:17.648,battery/status,"100.000000%"
2026-08-21 10:33:17.649,particle_cloud,"count:800, spread:0.248699"
2026-08-21 10:33:17.649,odometry/filtered,"x:0.000004, y:-0.000000, yaw:-0.000025, cov_xx:0.001935, cov_yy:0.002046"
2026-08-21 10:33:17.649,safety/left_bumper,"FALSE"
2026-08-21 10:33:17.649,safety/right_bumper,"FALSE"
2026-08-21 10:33:17.649,safety/emergency_button,"FALSE"
2026-08-21 10:33:17.649,safety/suction_switch,"FALSE"
2026-08-21 10:33:17.649,rated_current_left,"0.000000"
2026-08-21 10:33:17.649,rated_current_right,"0.000000"
2026-08-21 10:33:17.750,battery/status,"100.000000%"
2026-08-21 10:33:17.750,robot_status,"ROBOT_STANDBY"
